node_id,left_child,right_child,feature,threshold,impurity,n_node_samples,weighted_n_node_samples,value,class
186,187,188,38,-0.0005623960169032216,0.49378168853325644,1632,1632.0,"[0.44424019607843135, 0.5557598039215687]",1
187,-1,-1,-2,-2.0,0.4280618311533888,58,58.0,"[0.6896551724137931, 0.3103448275862069]",0
188,-1,-1,-2,-2.0,0.49160112953667356,1574,1574.0,"[0.43519695044472684, 0.5648030495552732]",1
189,190,191,30,0.00030668789986521006,0.35419999999999996,100,100.0,"[0.23, 0.77]",1
190,-1,-1,-2,-2.0,0.2906574394463668,85,85.0,"[0.17647058823529413, 0.8235294117647058]",1
191,-1,-1,-2,-2.0,0.49777777777777776,15,15.0,"[0.5333333333333333, 0.4666666666666667]",0
192,193,200,18,0.0014678571023978293,0.49976912283708885,11448,11448.0,"[0.5107442348008385, 0.4892557651991614]",0
193,194,197,26,-0.0007854201248846948,0.499952218567122,10741,10741.0,"[0.5048878130527884, 0.4951121869472116]",0
194,195,196,4,-0.0004286813345970586,0.49504913975102527,1015,1015.0,"[0.45024630541871924, 0.5497536945812808]",1
195,-1,-1,-2,-2.0,0.499289790661852,796,796.0,"[0.48115577889447236, 0.5188442211055276]",1
196,-1,-1,-2,-2.0,0.44744688392652365,219,219.0,"[0.3378995433789954, 0.6621004566210046]",1
197,198,199,10,0.0006676449265796691,0.4997756965700836,9726,9726.0,"[0.5105901706765371, 0.4894098293234629]",0
198,-1,-1,-2,-2.0,0.4998946210038936,9368,9368.0,"[0.5072587532023911, 0.4927412467976089]",0
199,-1,-1,-2,-2.0,0.48088386754470835,358,358.0,"[0.5977653631284916, 0.4022346368715084]",0
200,201,204,57,0.0001036545836541336,0.4801129941242255,707,707.0,"[0.5997171145685997, 0.4002828854314003]",0
201,202,203,10,0.0020380800124257803,0.49999193561394173,249,249.0,"[0.5020080321285141, 0.4979919678714859]",0
202,-1,-1,-2,-2.0,0.4969871353808303,219,219.0,"[0.4611872146118721, 0.5388127853881278]",1
203,-1,-1,-2,-2.0,0.31999999999999995,30,30.0,"[0.8, 0.2]",0
204,205,206,22,0.0006047714268788695,0.4532808298850136,458,458.0,"[0.6528384279475983, 0.3471615720524017]",0
205,-1,-1,-2,-2.0,0.372109922050469,174,174.0,"[0.7528735632183908, 0.2471264367816092]",0
206,-1,-1,-2,-2.0,0.48323745288633213,284,284.0,"[0.5915492957746479, 0.4084507042253521]",0
207,208,223,49,0.00021547753567574546,0.49803582177544914,83875,83875.0,"[0.46866169895678095, 0.5313383010432191]",1
208,209,216,29,0.00015742106188554317,0.4998950268621911,8972,8972.0,"[0.4927552385198395, 0.5072447614801605]",1
209,210,213,29,0.00015607050590915605,0.49838542535477337,4593,4593.0,"[0.4715871979098628, 0.5284128020901372]",1
210,211,212,57,0.0008369782590307295,0.49867148474864487,4559,4559.0,"[0.4742268041237113, 0.5257731958762887]",1
211,-1,-1,-2,-2.0,0.49840368094358134,4513,4513.0,"[0.4717482827387547, 0.5282517172612453]",1
212,-1,-1,-2,-2.0,0.4054820415879017,46,46.0,"[0.717391304347826, 0.2826086956521739]",0
213,214,215,15,1.5589958820783067e-05,0.2076124567474048,34,34.0,"[0.11764705882352941, 0.8823529411764706]",1
214,-1,-1,-2,-2.0,0.3911111111111111,15,15.0,"[0.26666666666666666, 0.7333333333333333]",1
215,-1,-1,-2,-2.0,0.0,19,19.0,"[0.0, 1.0]",1
216,217,220,2,-0.000300663014058955,0.4995525312556697,4379,4379.0,"[0.5149577529116237, 0.48504224708837634]",0
217,218,219,29,0.0010064722155220807,0.4990571313675429,1635,1635.0,"[0.4782874617737003, 0.5217125382262997]",1
218,-1,-1,-2,-2.0,0.4959515278694573,1178,1178.0,"[0.45500848896434637, 0.5449915110356537]",1
219,-1,-1,-2,-2.0,0.49706725912022565,457,457.0,"[0.5382932166301969, 0.4617067833698031]",0
220,221,222,30,0.0007349981460720301,0.4972904040833326,2744,2744.0,"[0.5368075801749271, 0.46319241982507287]",0
221,-1,-1,-2,-2.0,0.4946739491006906,2306,2306.0,"[0.5516045099739809, 0.4483954900260191]",0
222,-1,-1,-2,-2.0,0.49662225558266093,438,438.0,"[0.4589041095890411, 0.541095890410959]",1
223,224,231,37,-0.006204318720847368,0.4976573995921053,74903,74903.0,"[0.46577573661936106, 0.534224263380639]",1
224,225,228,42,0.009230098221451044,0.345679012345679,117,117.0,"[0.2222222222222222, 0.7777777777777778]",1
225,226,227,33,0.024204482324421406,0.269312922748309,106,106.0,"[0.16037735849056603, 0.839622641509434]",1
226,-1,-1,-2,-2.0,0.2348949005561316,103,103.0,"[0.13592233009708737, 0.8640776699029126]",1
227,-1,-1,-2,-2.0,0.0,3,3.0,"[1.0, 0.0]",0
228,229,230,11,-0.010728254215791821,0.2975206611570248,11,11.0,"[0.8181818181818182, 0.18181818181818182]",0
229,-1,-1,-2,-2.0,0.0,1,1.0,"[0.0, 1.0]",1
230,-1,-1,-2,-2.0,0.18000000000000005,10,10.0,"[0.9, 0.1]",0
231,232,235,15,-0.002461194759234786,0.4977092712020984,74786,74786.0,"[0.46615676730938943, 0.5338432326906105]",1
232,233,234,58,0.005332495318725705,0.4328987354180963,202,202.0,"[0.31683168316831684, 0.6831683168316832]",1
233,-1,-1,-2,-2.0,0.4167013744273219,196,196.0,"[0.29591836734693877, 0.7040816326530612]",1
234,-1,-1,-2,-2.0,0.0,6,6.0,"[1.0, 0.0]",0
235,236,237,13,-0.0030002458952367306,0.4977636923392763,74584,74584.0,"[0.4665611927491151, 0.5334388072508849]",1
236,-1,-1,-2,-2.0,0.4953173777315296,682,682.0,"[0.5483870967741935, 0.45161290322580644]",0
237,-1,-1,-2,-2.0,0.4976615499596584,73902,73902.0,"[0.4658060674947904, 0.5341939325052096]",1
238,239,300,21,0.005173625657334924,0.4926786270075014,35345,35345.0,"[0.5605036072994766, 0.43949639270052343]",0
239,240,291,46,0.016933530569076538,0.49628013082713407,24567,24567.0,"[0.5431269589286442, 0.4568730410713559]",0
240,241,270,4,0.0038456697948276997,0.49616156692241464,24527,24527.0,"[0.5438088637012273, 0.4561911362987728]",0
241,242,255,37,-0.005986452102661133,0.4964979765362425,24053,24053.0,"[0.541845092088305, 0.458154907911695]",0
242,243,250,57,-0.011558589059859514,0.465702947845805,168,168.0,"[0.36904761904761907, 0.6309523809523809]",1
243,244,247,42,0.00493185268715024,0.42603550295857984,26,26.0,"[0.6923076923076923, 0.3076923076923077]",0
244,245,246,1,0.011973010376095772,0.2076124567474048,17,17.0,"[0.8823529411764706, 0.11764705882352941]",0
245,-1,-1,-2,-2.0,0.0,15,15.0,"[1.0, 0.0]",0
246,-1,-1,-2,-2.0,0.0,2,2.0,"[0.0, 1.0]",1
247,248,249,23,-0.0017786853713914752,0.4444444444444444,9,9.0,"[0.3333333333333333, 0.6666666666666666]",1
248,-1,-1,-2,-2.0,0.0,5,5.0,"[0.0, 1.0]",1
249,-1,-1,-2,-2.0,0.375,4,4.0,"[0.75, 0.25]",0
250,251,252,32,-0.007175472332164645,0.4276929180718112,142,142.0,"[0.30985915492957744, 0.6901408450704225]",1
251,-1,-1,-2,-2.0,0.0,4,4.0,"[1.0, 0.0]",0
252,253,254,34,-0.004101240541785955,0.41167821886158373,138,138.0,"[0.2898550724637681, 0.7101449275362319]",1
253,-1,-1,-2,-2.0,0.48,20,20.0,"[0.6, 0.4]",0
254,-1,-1,-2,-2.0,0.36196495259982764,118,118.0,"[0.23728813559322035, 0.7627118644067796]",1
255,256,263,19,0.003706988296471536,0.4962915869859804,23885,23885.0,"[0.5430604982206406, 0.45693950177935944]",0
256,257,260,21,0.0018874434754252434,0.4966763189492309,23169,23169.0,"[0.540765678277008, 0.45923432172299194]",0
257,258,259,28,-0.00309300038497895,0.4999799964873832,3162,3162.0,"[0.49683744465528146, 0.5031625553447185]",1
258,-1,-1,-2,-2.0,0.4850066077526096,641,641.0,"[0.41341653666146644, 0.5865834633385335]",1
259,-1,-1,-2,-2.0,0.49934851098452493,2521,2521.0,"[0.5180483934946449, 0.481951606505355]",0
260,261,262,24,-0.003433676087297499,0.49544783582256435,20007,20007.0,"[0.547708302094267, 0.452291697905733]",0
261,-1,-1,-2,-2.0,0.38132807363576593,39,39.0,"[0.2564102564102564, 0.7435897435897436]",1
262,-1,-1,-2,-2.0,0.49533861550275315,19968,19968.0,"[0.5482772435897436, 0.4517227564102564]",0
263,264,267,26,-0.0035709727089852095,0.47247276926438,716,716.0,"[0.61731843575419, 0.38268156424581007]",0
264,265,266,25,0.010116576682776213,0.37877811847767273,197,197.0,"[0.7461928934010152, 0.25380710659898476]",0
265,-1,-1,-2,-2.0,0.33539371136791185,183,183.0,"[0.7868852459016393, 0.21311475409836064]",0
266,-1,-1,-2,-2.0,0.33673469387755106,14,14.0,"[0.21428571428571427, 0.7857142857142857]",1
267,268,269,33,-0.008622858207672834,0.49064266913176,519,519.0,"[0.5684007707129094, 0.43159922928709055]",0
268,-1,-1,-2,-2.0,0.2873345935727788,23,23.0,"[0.17391304347826086, 0.8260869565217391]",1
269,-1,-1,-2,-2.0,0.48496845733610827,496,496.0,"[0.5866935483870968, 0.41330645161290325]",0
270,271,282,49,0.0032178869005292654,0.45883850522530223,474,474.0,"[0.6434599156118144, 0.35654008438818563]",0
271,272,277,18,-0.00018217494653072208,0.39637239019515813,257,257.0,"[0.7276264591439688, 0.2723735408560311]",0
272,273,274,32,-0.000508038981934078,0.4871208657216888,81,81.0,"[0.5802469135802469, 0.41975308641975306]",0
273,-1,-1,-2,-2.0,0.0,7,7.0,"[0.0, 1.0]",1
274,275,276,16,-0.0013064536033198237,0.4634769905040176,74,74.0,"[0.6351351351351351, 0.36486486486486486]",0
275,-1,-1,-2,-2.0,0.49972958355868036,43,43.0,"[0.4883720930232558, 0.5116279069767442]",1
276,-1,-1,-2,-2.0,0.27055150884495316,31,31.0,"[0.8387096774193549, 0.16129032258064516]",0
277,278,279,25,-0.0012300671660341322,0.3254132231404959,176,176.0,"[0.7954545454545454, 0.20454545454545456]",0
278,-1,-1,-2,-2.0,0.0,27,27.0,"[1.0, 0.0]",0
279,280,281,39,-0.007653632666915655,0.3664699788297825,149,149.0,"[0.7583892617449665, 0.24161073825503357]",0
280,-1,-1,-2,-2.0,0.0,3,3.0,"[0.0, 1.0]",1
281,-1,-1,-2,-2.0,0.34987802589604056,146,146.0,"[0.773972602739726, 0.22602739726027396]",0
282,283,290,16,0.00991913815960288,0.496166833018327,217,217.0,"[0.543778801843318, 0.45622119815668205]",0
283,284,287,54,0.002050776151008904,0.499054820415879,207,207.0,"[0.5217391304347826, 0.4782608695652174]",0
284,285,286,45,-0.0011771675199270248,0.4054820415879017,46,46.0,"[0.717391304347826, 0.2826086956521739]",0
285,-1,-1,-2,-2.0,0.40816326530612246,14,14.0,"[0.2857142857142857, 0.7142857142857143]",1
286,-1,-1,-2,-2.0,0.169921875,32,32.0,"[0.90625, 0.09375]",0
287,288,289,3,-0.008233955129981041,0.49766598510859916,161,161.0,"[0.4658385093167702, 0.5341614906832298]",1
288,-1,-1,-2,-2.0,0.4296875,32,32.0,"[0.6875, 0.3125]",0
289,-1,-1,-2,-2.0,0.4841055225046572,129,129.0,"[0.4108527131782946, 0.5891472868217055]",1
290,-1,-1,-2,-2.0,0.0,10,10.0,"[1.0, 0.0]",0
291,292,297,58,0.010413336101919413,0.21875,40,40.0,"[0.125, 0.875]",1
292,293,294,36,0.007169650634750724,0.1490138787436085,37,37.0,"[0.08108108108108109, 0.918918918918919]",1
293,-1,-1,-2,-2.0,0.0,27,27.0,"[0.0, 1.0]",1
294,295,296,57,0.01315090712159872,0.42000000000000004,10,10.0,"[0.3, 0.7]",1
295,-1,-1,-2,-2.0,0.0,3,3.0,"[1.0, 0.0]",0
296,-1,-1,-2,-2.0,0.0,7,7.0,"[0.0, 1.0]",1
297,298,299,42,-0.013511791359633207,0.4444444444444444,3,3.0,"[0.6666666666666666, 0.3333333333333333]",0
298,-1,-1,-2,-2.0,0.0,1,1.0,"[0.0, 1.0]",1
299,-1,-1,-2,-2.0,0.0,2,2.0,"[1.0, 0.0]",0
300,301,336,17,0.004360860446467996,0.479955440043516,10778,10778.0,"[0.6001113379105586, 0.39988866208944146]",0
301,302,307,29,-0.015360659454017878,0.48813560260369127,6693,6693.0,"[0.5770207679665322, 0.4229792320334678]",0
302,303,306,25,0.01738888630643487,0.18000000000000005,40,40.0,"[0.9, 0.1]",0
303,304,305,47,0.010874447412788868,0.05259313367421481,37,37.0,"[0.972972972972973, 0.02702702702702703]",0
304,-1,-1,-2,-2.0,0.0,36,36.0,"[1.0, 0.0]",0
305,-1,-1,-2,-2.0,0.0,1,1.0,"[0.0, 1.0]",1
306,-1,-1,-2,-2.0,0.0,3,3.0,"[0.0, 1.0]",1
307,308,323,8,0.004894555546343327,0.48872631401512734,6653,6653.0,"[0.5750789117691267, 0.42492108823087327]",0
308,309,316,16,0.001171282900031656,0.48795263269400835,6584,6584.0,"[0.5776123936816525, 0.4223876063183475]",0
309,310,313,60,-0.002989064436405897,0.4690965319753375,1259,1259.0,"[0.6243050039714059, 0.37569499602859413]",0
310,311,312,54,-0.0038926792331039906,0.4995266272189349,130,130.0,"[0.4846153846153846, 0.5153846153846153]",1
311,-1,-1,-2,-2.0,0.341796875,32,32.0,"[0.21875, 0.78125]",1
312,-1,-1,-2,-2.0,0.4897959183673469,98,98.0,"[0.5714285714285714, 0.42857142857142855]",0
313,314,315,34,-0.0027884868904948235,0.4605814499925861,1129,1129.0,"[0.6403897254207263, 0.3596102745792737]",0
314,-1,-1,-2,-2.0,0.48,720,720.0,"[0.6, 0.4]",0
315,-1,-1,-2,-2.0,0.41054273946234177,409,409.0,"[0.7114914425427873, 0.2885085574572127]",0
316,317,320,6,0.007729977369308472,0.4911361326015561,5325,5325.0,"[0.5665727699530516, 0.43342723004694833]",0
317,318,319,52,-0.0022951754508540034,0.4904530838359926,5254,5254.0,"[0.5690902169775409, 0.4309097830224591]",0
318,-1,-1,-2,-2.0,0.48921707662966407,5005,5005.0,"[0.5734265734265734, 0.42657342657342656]",0
319,-1,-1,-2,-2.0,0.4993467847292785,249,249.0,"[0.4819277108433735, 0.5180722891566265]",1
320,321,322,63,0.0024517507990822196,0.4713350525689347,71,71.0,"[0.38028169014084506, 0.6197183098591549]",1
321,-1,-1,-2,-2.0,0.1049382716049383,18,18.0,"[0.05555555555555555, 0.9444444444444444]",1
322,-1,-1,-2,-2.0,0.4998220007119971,53,53.0,"[0.49056603773584906, 0.5094339622641509]",1
323,324,331,31,-0.0010282098373863846,0.4444444444444444,69,69.0,"[0.3333333333333333, 0.6666666666666666]",1
324,325,328,3,0.005107884993776679,0.379504132231405,55,55.0,"[0.2545454545454545, 0.7454545454545455]",1
325,326,327,23,-0.007398745510727167,0.23374726077428776,37,37.0,"[0.13513513513513514, 0.8648648648648649]",1
326,-1,-1,-2,-2.0,0.49382716049382713,9,9.0,"[0.4444444444444444, 0.5555555555555556]",1
327,-1,-1,-2,-2.0,0.06887755102040816,28,28.0,"[0.03571428571428571, 0.9642857142857143]",1
328,329,330,30,0.008697496727108955,0.5,18,18.0,"[0.5, 0.5]",0
329,-1,-1,-2,-2.0,0.42603550295857984,13,13.0,"[0.6923076923076923, 0.3076923076923077]",0
330,-1,-1,-2,-2.0,0.0,5,5.0,"[0.0, 1.0]",1
331,332,333,58,-0.009494791738688946,0.4591836734693877,14,14.0,"[0.6428571428571429, 0.35714285714285715]",0
332,-1,-1,-2,-2.0,0.0,4,4.0,"[0.0, 1.0]",1
333,334,335,26,-0.007450679549947381,0.18000000000000005,10,10.0,"[0.9, 0.1]",0
334,-1,-1,-2,-2.0,0.0,8,8.0,"[1.0, 0.0]",0
335,-1,-1,-2,-2.0,0.5,2,2.0,"[0.5, 0.5]",0
336,337,364,35,0.005485348869115114,0.46194307321918415,4085,4085.0,"[0.6379436964504284, 0.3620563035495716]",0
337,338,351,18,0.00011412986350478604,0.45560324143868747,3866,3866.0,"[0.648991205380238, 0.35100879461976203]",0
338,339,346,40,0.012167209293693304,0.47687277162694686,1460,1460.0,"[0.6075342465753425, 0.39246575342465756]",0
339,340,343,45,0.0022972405422478914,0.482022529732,1387,1387.0,"[0.5948089401586157, 0.40519105984138426]",0
340,341,342,28,-0.007606170605868101,0.47988312661832766,1371,1371.0,"[0.600291757840992, 0.399708242159008]",0
341,-1,-1,-2,-2.0,0.36281179138321995,21,21.0,"[0.23809523809523808, 0.7619047619047619]",1
342,-1,-1,-2,-2.0,0.47755939643347056,1350,1350.0,"[0.605925925925926, 0.3940740740740741]",0
343,344,345,0,0.004543827148154378,0.21875,16,16.0,"[0.125, 0.875]",1
344,-1,-1,-2,-2.0,0.12444444444444447,15,15.0,"[0.06666666666666667, 0.9333333333333333]",1
345,-1,-1,-2,-2.0,0.0,1,1.0,"[1.0, 0.0]",0
346,347,350,56,-0.007138598943129182,0.25595796584725095,73,73.0,"[0.8493150684931506, 0.1506849315068493]",0
347,348,349,25,0.015740977600216866,0.20244897959183672,70,70.0,"[0.8857142857142857, 0.11428571428571428]",0
348,-1,-1,-2,-2.0,0.0,43,43.0,"[1.0, 0.0]",0
349,-1,-1,-2,-2.0,0.41700960219478733,27,27.0,"[0.7037037037037037, 0.2962962962962963]",0
350,-1,-1,-2,-2.0,0.0,3,3.0,"[0.0, 1.0]",1
351,352,357,4,-0.0020380376372486353,0.4393449736700089,2406,2406.0,"[0.6741479634247715, 0.3258520365752286]",0
352,353,354,23,-0.008073319215327501,0.496128,125,125.0,"[0.544, 0.456]",0
353,-1,-1,-2,-2.0,0.0,12,12.0,"[1.0, 0.0]",0
354,355,356,10,0.0033536318223923445,0.4999608426658313,113,113.0,"[0.49557522123893805, 0.504424778761062]",1
355,-1,-1,-2,-2.0,0.4943413309189678,94,94.0,"[0.5531914893617021, 0.44680851063829785]",0
356,-1,-1,-2,-2.0,0.332409972299169,19,19.0,"[0.21052631578947367, 0.7894736842105263]",1
357,358,361,36,0.007294416427612305,0.4342750214733495,2281,2281.0,"[0.6812801402893468, 0.3187198597106532]",0
358,359,360,27,-0.0048949928022921085,0.4330677019637692,2274,2274.0,"[0.6829375549692173, 0.31706244503078274]",0
359,-1,-1,-2,-2.0,0.17608566329565734,41,41.0,"[0.9024390243902439, 0.0975609756097561]",0
360,-1,-1,-2,-2.0,0.43598435630185095,2233,2233.0,"[0.6789072995969547, 0.3210927004030452]",0
361,362,363,13,-0.0036848228191956878,0.24489795918367352,7,7.0,"[0.14285714285714285, 0.8571428571428571]",1
362,-1,-1,-2,-2.0,0.0,6,6.0,"[0.0, 1.0]",1
363,-1,-1,-2,-2.0,0.0,1,1.0,"[1.0, 0.0]",0
364,365,372,5,-0.007680168375372887,0.4934842893184045,219,219.0,"[0.4429223744292237, 0.5570776255707762]",1
365,366,371,56,-0.006158130709081888,0.33673469387755106,56,56.0,"[0.21428571428571427, 0.7857142857142857]",1
366,367,368,22,-0.000853050805744715,0.23683198769703961,51,51.0,"[0.13725490196078433, 0.8627450980392157]",1
367,-1,-1,-2,-2.0,0.0,2,2.0,"[1.0, 0.0]",0
368,369,370,11,-0.010494646150618792,0.18325697625989168,49,49.0,"[0.10204081632653061, 0.8979591836734694]",1
369,-1,-1,-2,-2.0,0.1527777777777778,48,48.0,"[0.08333333333333333, 0.9166666666666666]",1
370,-1,-1,-2,-2.0,0.0,1,1.0,"[1.0, 0.0]",0
371,-1,-1,-2,-2.0,0.0,5,5.0,"[1.0, 0.0]",0
372,373,378,49,-0.00957963615655899,0.499077872708796,163,163.0,"[0.5214723926380368, 0.4785276073619632]",0
373,374,377,11,0.016669852659106255,0.42690311418685123,68,68.0,"[0.6911764705882353, 0.3088235294117647]",0
374,375,376,17,0.007280298741534352,0.4004733727810651,65,65.0,"[0.7230769230769231, 0.27692307692307694]",0
375,-1,-1,-2,-2.0,0.0,12,12.0,"[1.0, 0.0]",0
376,-1,-1,-2,-2.0,0.448558205767177,53,53.0,"[0.660377358490566, 0.33962264150943394]",0
377,-1,-1,-2,-2.0,0.0,3,3.0,"[0.0, 1.0]",1
378,379,382,17,0.011788837611675262,0.48,95,95.0,"[0.4, 0.6]",1
379,380,381,36,0.004742237273603678,0.4296875,80,80.0,"[0.3125, 0.6875]",1
380,-1,-1,-2,-2.0,0.294543063773833,39,39.0,"[0.1794871794871795, 0.8205128205128205]",1
381,-1,-1,-2,-2.0,0.4925639500297442,41,41.0,"[0.43902439024390244, 0.5609756097560976]",1
382,383,384,12,0.011770125478506088,0.23111111111111116,15,15.0,"[0.8666666666666667, 0.13333333333333333]",0
383,-1,-1,-2,-2.0,0.13265306122448983,14,14.0,"[0.9285714285714286, 0.07142857142857142]",0
384,-1,-1,-2,-2.0,0.0,1,1.0,"[0.0, 1.0]",1
