Epoch,Val acc,Best val acc,Best val epoch,Val acc rand,Val loss,Best val loss
2,0.500047382104,0.48773858014,1.0,0.512596187779,5.5916861385472e-08,5.853219199342343e-08
3,0.511852415292,0.500047382104,2.0,0.512596187779,5.524964592421102e-08,5.5916861385472e-08
4,0.487374145681,0.511852415292,3.0,0.512596187779,5.577038933409276e-08,5.524964592421102e-08
5,0.512390771597,0.511852415292,3.0,0.512596187779,5.520510231323497e-08,5.524964592421102e-08
6,0.510662379313,0.512390771597,5.0,0.512596187779,5.520810530183258e-08,5.520510231323497e-08
7,0.487331122168,0.512390771597,5.0,0.512596187779,5.571457717862579e-08,5.520510231323497e-08
8,0.487351368527,0.512390771597,5.0,0.512596187779,5.5612655540084455e-08,5.520510231323497e-08
9,0.487343213744,0.512390771597,5.0,0.512596187779,5.5760624483050136e-08,5.520510231323497e-08
10,0.487391439446,0.512390771597,5.0,0.512596187779,5.6128389635820616e-08,5.520510231323497e-08
11,0.512585502201,0.512390771597,5.0,0.512596187779,5.5169633439693025e-08,5.520510231323497e-08
12,0.5125862052,0.512585502201,11.0,0.512596187779,5.517024182286613e-08,5.5169633439693025e-08
13,0.51260574856,0.5125862052,12.0,0.512596187779,5.51835521674346e-08,5.5169633439693025e-08
14,0.512589579593,0.51260574856,13.0,0.512596187779,5.516852080789263e-08,5.5169633439693025e-08
15,0.512579315814,0.51260574856,13.0,0.512596187779,5.5179589661143844e-08,5.516852080789263e-08
16,0.512602514766,0.51260574856,13.0,0.512596187779,5.51684898940455e-08,5.516852080789263e-08
17,0.512602655366,0.51260574856,13.0,0.512596187779,5.517076586263874e-08,5.51684898940455e-08
18,0.512605045561,0.51260574856,13.0,0.512596187779,5.517045254854425e-08,5.51684898940455e-08
19,0.512647647275,0.51260574856,13.0,0.512596187779,5.517443716436427e-08,5.51684898940455e-08
20,0.51261038835,0.512647647275,19.0,0.512596187779,5.517070440968347e-08,5.51684898940455e-08
21,0.512627541516,0.512647647275,19.0,0.512596187779,5.516849752401045e-08,5.51684898940455e-08
22,0.512590001392,0.512647647275,19.0,0.512596187779,5.5169188958705225e-08,5.51684898940455e-08
23,0.487398188232,0.512647647275,19.0,0.512596187779,5.5203392391945075e-08,5.51684898940455e-08
24,0.512600124571,0.512647647275,19.0,0.512596187779,5.516978182234388e-08,5.51684898940455e-08
25,0.512586626999,0.512647647275,19.0,0.512596187779,5.5169778080274344e-08,5.51684898940455e-08
26,0.512601389969,0.512647647275,19.0,0.512596187779,5.5169009014190676e-08,5.51684898940455e-08
27,0.512594641182,0.512647647275,19.0,0.512596187779,5.516849028175918e-08,5.51684898940455e-08
28,0.51260574856,0.512647647275,19.0,0.512596187779,5.516799723895163e-08,5.51684898940455e-08
29,0.512605186161,0.512647647275,19.0,0.512596187779,5.5168191326605574e-08,5.516799723895163e-08
30,0.512599421573,0.512647647275,19.0,0.512596187779,5.5169052642239623e-08,5.516799723895163e-08
31,0.512599280973,0.512647647275,19.0,0.512596187779,5.516869582643016e-08,5.516799723895163e-08
32,0.512616293538,0.512647647275,19.0,0.512596187779,5.516784887383095e-08,5.516799723895163e-08
33,0.512608279355,0.512647647275,19.0,0.512596187779,5.516860151576986e-08,5.516784887383095e-08
34,0.51260588916,0.512647647275,19.0,0.512596187779,5.516782333492721e-08,5.516784887383095e-08
35,0.512609825952,0.512647647275,19.0,0.512596187779,5.516872812772103e-08,5.516782333492721e-08
36,0.512594078784,0.512647647275,19.0,0.512596187779,5.517280094505652e-08,5.516782333492721e-08
37,0.512602092967,0.512647647275,19.0,0.512596187779,5.516789049547341e-08,5.516782333492721e-08
38,0.512602655366,0.512647647275,19.0,0.512596187779,5.516813343945774e-08,5.516782333492721e-08
39,0.512599280973,0.512647647275,19.0,0.512596187779,5.516844918548498e-08,5.516782333492721e-08
40,0.512595484781,0.512647647275,19.0,0.512596187779,5.516845961740868e-08,5.516782333492721e-08
41,0.512642866884,0.512647647275,19.0,0.512596187779,5.516778385338395e-08,5.516782333492721e-08
42,0.512637102296,0.512647647275,19.0,0.512596187779,5.516823550499044e-08,5.516778385338395e-08
43,0.512640757889,0.512647647275,19.0,0.512596187779,5.5167704050474045e-08,5.516778385338395e-08
44,0.512597031378,0.512647647275,19.0,0.512596187779,5.516802839654386e-08,5.5167704050474045e-08
45,0.512626838517,0.512647647275,19.0,0.512596187779,5.516777209201652e-08,5.5167704050474045e-08
46,0.512634430902,0.512647647275,19.0,0.512596187779,5.5168977748491125e-08,5.5167704050474045e-08
47,0.512636821097,0.512647647275,19.0,0.512596187779,5.51680627860513e-08,5.5167704050474045e-08
48,0.51260574856,0.512647647275,19.0,0.512596187779,5.51679153732495e-08,5.5167704050474045e-08
49,0.512614746942,0.512647647275,19.0,0.512596187779,5.5170032717008725e-08,5.5167704050474045e-08
50,0.512619949131,0.512647647275,19.0,0.512596187779,5.5168241820270374e-08,5.5167704050474045e-08
51,0.512643288684,0.512647647275,19.0,0.512596187779,5.5168370663235864e-08,5.5167704050474045e-08
52,0.512661707246,0.512647647275,19.0,0.512596187779,5.516779886941983e-08,5.5167704050474045e-08
53,0.51262529192,0.512661707246,52.0,0.512596187779,5.516876676444741e-08,5.5167704050474045e-08
54,0.512620933329,0.512661707246,52.0,0.512596187779,5.516861943911321e-08,5.5167704050474045e-08
55,0.512605045561,0.512661707246,52.0,0.512596187779,5.516788072158252e-08,5.5167704050474045e-08
56,0.512601389969,0.512661707246,52.0,0.512596187779,5.516900306721923e-08,5.5167704050474045e-08
57,0.512599421573,0.512661707246,52.0,0.512596187779,5.516819121639865e-08,5.5167704050474045e-08
58,0.512596890778,0.512661707246,52.0,0.512596187779,5.5168343186581474e-08,5.5167704050474045e-08
59,0.512595484781,0.512661707246,52.0,0.512596187779,5.516851541266367e-08,5.5167704050474045e-08
60,0.512588876594,0.512661707246,52.0,0.512596187779,5.5169473108982254e-08,5.5167704050474045e-08
61,0.512574535423,0.512661707246,52.0,0.512596187779,5.516857729593173e-08,5.5167704050474045e-08
62,0.51260082757,0.512661707246,52.0,0.512596187779,5.516835845175558e-08,5.5167704050474045e-08
63,0.512573691825,0.512661707246,52.0,0.512596187779,5.5168398074371117e-08,5.5167704050474045e-08
64,0.512608841754,0.512661707246,52.0,0.512596187779,5.5167920745178356e-08,5.5167704050474045e-08
65,0.51260082757,0.512661707246,52.0,0.512596187779,5.5169306958020655e-08,5.5167704050474045e-08
66,0.512604061363,0.512661707246,52.0,0.512596187779,5.516806283938509e-08,5.5167704050474045e-08
67,0.512636539897,0.512661707246,52.0,0.512596187779,5.516986622864993e-08,5.5167704050474045e-08
68,0.512605186161,0.512661707246,52.0,0.512596187779,5.5169821350008535e-08,5.5167704050474045e-08
69,0.512634149702,0.512661707246,52.0,0.512596187779,5.516903728339367e-08,5.5167704050474045e-08
70,0.512596609578,0.512661707246,52.0,0.512596187779,5.516934350970115e-08,5.5167704050474045e-08
71,0.512606732758,0.512661707246,52.0,0.512596187779,5.516931931796282e-08,5.5167704050474045e-08
72,0.5126351339,0.512661707246,52.0,0.512596187779,5.5169033803083084e-08,5.5167704050474045e-08
73,0.512617558936,0.512661707246,52.0,0.512596187779,5.516943728857065e-08,5.5167704050474045e-08
74,0.512603077165,0.512661707246,52.0,0.512596187779,5.516795816581449e-08,5.5167704050474045e-08
75,0.512610247751,0.512661707246,52.0,0.512596187779,5.5168267867512e-08,5.5167704050474045e-08
76,0.512595062982,0.512661707246,52.0,0.512596187779,5.516877501227279e-08,5.5167704050474045e-08
77,0.512599983972,0.512661707246,52.0,0.512596187779,5.517014312104645e-08,5.5167704050474045e-08
78,0.512618402534,0.512661707246,52.0,0.512596187779,5.516865994346371e-08,5.5167704050474045e-08
79,0.512572145228,0.512661707246,52.0,0.512596187779,5.5170004964612434e-08,5.5167704050474045e-08
80,0.512554710864,0.512661707246,52.0,0.512596187779,5.516857168485922e-08,5.5167704050474045e-08
81,0.512594500583,0.512661707246,52.0,0.512596187779,5.5169474167082094e-08,5.5167704050474045e-08
82,0.51266465984,0.512661707246,52.0,0.512596187779,5.51686702429645e-08,5.5167704050474045e-08
83,0.512587611197,0.51266465984,82.0,0.512596187779,5.516906869282261e-08,5.5167704050474045e-08
84,0.512558507056,0.51266465984,82.0,0.512596187779,5.517166378986679e-08,5.5167704050474045e-08
85,0.512565818241,0.51266465984,82.0,0.512596187779,5.5168063176159935e-08,5.5167704050474045e-08
86,0.512593235185,0.51266465984,82.0,0.512596187779,5.516964567853464e-08,5.5167704050474045e-08
87,0.5126351339,0.51266465984,82.0,0.512596187779,5.517064861647467e-08,5.5167704050474045e-08
88,0.512561178451,0.51266465984,82.0,0.512596187779,5.51702345865346e-08,5.5167704050474045e-08
89,0.512569192634,0.51266465984,82.0,0.512596187779,5.5172813100454975e-08,5.5167704050474045e-08
90,0.512633587303,0.51266465984,82.0,0.512596187779,5.517205888298783e-08,5.5167704050474045e-08
91,0.512613481544,0.51266465984,82.0,0.512596187779,5.516989191040382e-08,5.5167704050474045e-08
92,0.51263007231,0.51266465984,82.0,0.512596187779,5.516880813028179e-08,5.5167704050474045e-08
93,0.512702902962,0.51266465984,82.0,0.512596187779,5.516957701961756e-08,5.5167704050474045e-08
94,0.512739740087,0.512702902962,93.0,0.512596187779,5.5168707514888166e-08,5.5167704050474045e-08
95,0.512724695918,0.512739740087,94.0,0.512596187779,5.516887188764482e-08,5.5167704050474045e-08
96,0.512646100678,0.512739740087,94.0,0.512596187779,5.517242994011036e-08,5.5167704050474045e-08
97,0.512760127046,0.512739740087,94.0,0.512596187779,5.5172427930158365e-08,5.5167704050474045e-08
98,0.512595484781,0.512760127046,97.0,0.512596187779,5.517003011227453e-08,5.5167704050474045e-08
99,0.512783747798,0.512760127046,97.0,0.512596187779,5.517009037214147e-08,5.5167704050474045e-08
100,0.512787122191,0.512783747798,99.0,0.512596187779,5.5168899984251484e-08,5.5167704050474045e-08
101,0.512668034233,0.512787122191,100.0,0.512596187779,5.5171298770744085e-08,5.5167704050474045e-08
102,0.512696575975,0.512787122191,100.0,0.512596187779,5.517036333562036e-08,5.5167704050474045e-08
103,0.512749582067,0.512787122191,100.0,0.512596187779,5.517025786641615e-08,5.5167704050474045e-08
104,0.51265959825,0.512787122191,100.0,0.512596187779,5.51706536133735e-08,5.5167704050474045e-08
105,0.512677876213,0.512787122191,100.0,0.512596187779,5.517114918480983e-08,5.5167704050474045e-08
106,0.512626135518,0.512787122191,100.0,0.512596187779,5.517299556155384e-08,5.5167704050474045e-08
107,0.51266451924,0.512787122191,100.0,0.512596187779,5.517250150615879e-08,5.5167704050474045e-08
108,0.512813273738,0.512787122191,100.0,0.512596187779,5.516945447659256e-08,5.5167704050474045e-08
109,0.512850813861,0.512813273738,108.0,0.512596187779,5.5167852702546915e-08,5.5167704050474045e-08
110,0.512762517241,0.512850813861,109.0,0.512596187779,5.517053641825433e-08,5.5167704050474045e-08
111,0.512694466979,0.512850813861,109.0,0.512596187779,5.5181520603273193e-08,5.5167704050474045e-08
112,0.51259604718,0.512850813861,109.0,0.512596187779,5.517086885871352e-08,5.5167704050474045e-08
113,0.51267956341,0.512850813861,109.0,0.512596187779,5.5172783639563206e-08,5.5167704050474045e-08
114,0.512868529425,0.512850813861,109.0,0.512596187779,5.5168995366045795e-08,5.5167704050474045e-08
115,0.512801041563,0.512868529425,114.0,0.512596187779,5.517107920882109e-08,5.5167704050474045e-08
116,0.512770531425,0.512868529425,114.0,0.512596187779,5.516954326680341e-08,5.5167704050474045e-08
117,0.512776999012,0.512868529425,114.0,0.512596187779,5.516895939426175e-08,5.5167704050474045e-08
118,0.512742692681,0.512868529425,114.0,0.512596187779,5.517291454002183e-08,5.5167704050474045e-08
119,0.512878371405,0.512868529425,114.0,0.512596187779,5.517715234026493e-08,5.5167704050474045e-08
120,0.512771515623,0.512878371405,119.0,0.512596187779,5.51736353875958e-08,5.5167704050474045e-08
121,0.512748597869,0.512878371405,119.0,0.512596187779,5.5172144714772576e-08,5.5167704050474045e-08
122,0.512806384352,0.512878371405,119.0,0.512596187779,5.517188685633993e-08,5.5167704050474045e-08
123,0.512765751034,0.512878371405,119.0,0.512596187779,5.517279339726205e-08,5.5167704050474045e-08
124,0.512773905818,0.512878371405,119.0,0.512596187779,5.5171283316443044e-08,5.5167704050474045e-08
125,0.512719634328,0.512878371405,119.0,0.512596187779,5.5172933763717426e-08,5.5167704050474045e-08
126,0.512807790349,0.512878371405,119.0,0.512596187779,5.5170757180179436e-08,5.5167704050474045e-08
127,0.512769125428,0.512878371405,119.0,0.512596187779,5.517227005349503e-08,5.5167704050474045e-08
128,0.512758721049,0.512878371405,119.0,0.512596187779,5.5173917750657014e-08,5.5167704050474045e-08
129,0.512791340182,0.512878371405,119.0,0.512596187779,5.5170202824937976e-08,5.5167704050474045e-08
130,0.512796964171,0.512878371405,119.0,0.512596187779,5.517102976024231e-08,5.5167704050474045e-08
131,0.512744661077,0.512878371405,119.0,0.512596187779,5.517437240034014e-08,5.5167704050474045e-08
132,0.512616012339,0.512878371405,119.0,0.512596187779,5.517575820619139e-08,5.5167704050474045e-08
133,0.487239872954,0.512878371405,119.0,0.512596187779,5.5188005108453783e-08,5.5167704050474045e-08
134,0.512762236042,0.512878371405,119.0,0.512596187779,5.517670086978308e-08,5.5167704050474045e-08
135,0.512722586922,0.512878371405,119.0,0.512596187779,5.517710032253344e-08,5.5167704050474045e-08
136,0.512709651749,0.512878371405,119.0,0.512596187779,5.517908980017104e-08,5.5167704050474045e-08
137,0.512746910673,0.512878371405,119.0,0.512596187779,5.5173278741461067e-08,5.5167704050474045e-08
138,0.512746488874,0.512878371405,119.0,0.512596187779,5.517446280927381e-08,5.5167704050474045e-08
139,0.512707542753,0.512878371405,119.0,0.512596187779,5.517840918210329e-08,5.5167704050474045e-08
140,0.512692217384,0.512878371405,119.0,0.512596187779,5.5174141663295854e-08,5.5167704050474045e-08
141,0.512690108388,0.512878371405,119.0,0.512596187779,5.517792320912515e-08,5.5167704050474045e-08
142,0.51271372914,0.512878371405,119.0,0.512596187779,5.517465783739621e-08,5.5167704050474045e-08
143,0.512772359221,0.512878371405,119.0,0.512596187779,5.5176065927060344e-08,5.5167704050474045e-08
144,0.512656786256,0.512878371405,119.0,0.512596187779,5.519025619314094e-08,5.5167704050474045e-08
145,0.512622620526,0.512878371405,119.0,0.512596187779,5.517976438376486e-08,5.5167704050474045e-08
146,0.512739880687,0.512878371405,119.0,0.512596187779,5.5174485064164116e-08,5.5167704050474045e-08
147,0.512631759507,0.512878371405,119.0,0.512596187779,5.5186219268344044e-08,5.5167704050474045e-08
148,0.512659176451,0.512878371405,119.0,0.512596187779,5.5181114356048625e-08,5.5167704050474045e-08
149,0.512734537898,0.512878371405,119.0,0.512596187779,5.517832606159979e-08,5.5167704050474045e-08
150,0.512682797203,0.512878371405,119.0,0.512596187779,5.5176761619407604e-08,5.5167704050474045e-08
151,0.512643710483,0.512878371405,119.0,0.512596187779,5.517961811006653e-08,5.5167704050474045e-08
152,0.512682094205,0.512878371405,119.0,0.512596187779,5.517375396624889e-08,5.5167704050474045e-08
153,0.512646241278,0.512878371405,119.0,0.512596187779,5.5179276839963414e-08,5.5167704050474045e-08
154,0.512702621763,0.512878371405,119.0,0.512596187779,5.5182692613005175e-08,5.5167704050474045e-08
155,0.512790777784,0.512878371405,119.0,0.512596187779,5.5182498436962345e-08,5.5167704050474045e-08
156,0.512589017194,0.512878371405,119.0,0.512596187779,5.5177479881042077e-08,5.5167704050474045e-08
157,0.512578331616,0.512878371405,119.0,0.512596187779,5.51796221298424e-08,5.5167704050474045e-08
158,0.512616996537,0.512878371405,119.0,0.512596187779,5.5184133444544377e-08,5.5167704050474045e-08
159,0.51256160025,0.512878371405,119.0,0.512596187779,5.518800409019473e-08,5.5167704050474045e-08
160,0.512627963315,0.512878371405,119.0,0.512596187779,5.517801086799933e-08,5.5167704050474045e-08
161,0.512622339326,0.512878371405,119.0,0.512596187779,5.518641251888725e-08,5.5167704050474045e-08
162,0.512776296013,0.512878371405,119.0,0.512596187779,5.51789595445221e-08,5.5167704050474045e-08
163,0.51256638064,0.512878371405,119.0,0.512596187779,5.5216515431959716e-08,5.5167704050474045e-08
164,0.512538260697,0.512878371405,119.0,0.512596187779,5.518520351176671e-08,5.5167704050474045e-08
165,0.512533761506,0.512878371405,119.0,0.512596187779,5.518574372425252e-08,5.5167704050474045e-08
166,0.512708667551,0.512878371405,119.0,0.512596187779,5.5181565284812196e-08,5.5167704050474045e-08
167,0.512743114481,0.512878371405,119.0,0.512596187779,5.518251534122612e-08,5.5167704050474045e-08
168,0.512629369312,0.512878371405,119.0,0.512596187779,5.518165052527126e-08,5.5167704050474045e-08
169,0.512653974262,0.512878371405,119.0,0.512596187779,5.518511811651147e-08,5.5167704050474045e-08
170,0.512648069074,0.512878371405,119.0,0.512596187779,5.517869752249071e-08,5.5167704050474045e-08
171,0.512570739231,0.512878371405,119.0,0.512596187779,5.5186717917602255e-08,5.5167704050474045e-08
172,0.512632884305,0.512878371405,119.0,0.512596187779,5.518041679310805e-08,5.5167704050474045e-08
173,0.512578612815,0.512878371405,119.0,0.512596187779,5.518722829278055e-08,5.5167704050474045e-08
174,0.512545571882,0.512878371405,119.0,0.512596187779,5.518636430068318e-08,5.5167704050474045e-08
175,0.512754643657,0.512878371405,119.0,0.512596187779,5.518349635840567e-08,5.5167704050474045e-08
176,0.512547821478,0.512878371405,119.0,0.512596187779,5.5178915299373045e-08,5.5167704050474045e-08
177,0.512594922382,0.512878371405,119.0,0.512596187779,5.518993012203885e-08,5.5167704050474045e-08
178,0.512528981116,0.512878371405,119.0,0.512596187779,5.5186213088287283e-08,5.5167704050474045e-08
179,0.512416220145,0.512878371405,119.0,0.512596187779,5.519591817904049e-08,5.5167704050474045e-08
180,0.512410033758,0.512878371405,119.0,0.512596187779,5.518233122181934e-08,5.5167704050474045e-08
181,0.512589438993,0.512878371405,119.0,0.512596187779,5.518715798007372e-08,5.5167704050474045e-08
182,0.512523919526,0.512878371405,119.0,0.512596187779,5.518791991485194e-08,5.5167704050474045e-08
183,0.512670846227,0.512878371405,119.0,0.512596187779,5.517982660113271e-08,5.5167704050474045e-08
184,0.512479630616,0.512878371405,119.0,0.512596187779,5.5190124504468484e-08,5.5167704050474045e-08
185,0.512450526476,0.512878371405,119.0,0.512596187779,5.5188101478527995e-08,5.5167704050474045e-08
186,0.512401738375,0.512878371405,119.0,0.512596187779,5.519484437868798e-08,5.5167704050474045e-08
